Invoice No,Part No,Description,Invoice Date,User Type,Order Qty,Ship Qty,B/O,Unit Price,Extended price,U/M,Tax 01,Tax 02,Unit Cost (Average),Margin % (Average),Unit Cost (Current),Margin % (Current),Discount,Territory,Salesperson,Salesperson Name,Currency,Product Code,Ship Date,Required Date,Warehouse
1000584752,W41081_S,Adidas Women's Adizero Cap Sleeve Wimbledon White,2020/09/19,,1,1,0,19.95,19.95,EACH,TRUE,TRUE,11.25,43.61,11.25,44,0,,99,Toronto Store,,WTS,,2020/09/19,1
1000584752,W41081_XS,Adidas Women's Adizero Cap Sleeve Wimbledon White,2020/09/19,,1,1,0,19.95,19.95,EACH,TRUE,TRUE,11.25,43.61,11.25,44,0,,99,Toronto Store,,WTXS,,2020/09/19,1
1000588830,X22194_S,Adidas Women's Adizero Dress Ultra Bright/Core Energy,2020/09/29,,1,1,0,33.95,33.95,EACH,TRUE,TRUE,21.5,36.67,21.5,37,0,,99,Toronto Store,,WDS,,2020/09/29,1
1000584349,X31925_XS,Adidas Women's Adizero Tank Ultra Bright/Core Energy,2020/09/17,In-Store,1,1,0,19.95,19.95,EACH,TRUE,TRUE,11.25,43.61,11.25,44,0,1,99,Toronto Store,,WTXS,,2020/09/17,1
1000588830,W64232_M,Adidas Women's Barricade Skort Bright Blue/Core Energy,2020/09/29,,1,1,0,19.95,19.95,EACH,TRUE,TRUE,12.5,37.34,12.5,37,0,,99,Toronto Store,,WSKM,,2020/09/29,1
1000582250,W64228_M,Adidas Women's Barricade Skort White/Core Energy,2020/09/12,In-Store,1,1,0,36.95,36.95,EACH,TRUE,TRUE,12.5,66.17,12.5,66,0,1,99,Toronto Store,,WSKM,,2020/09/12,1
1000578725,W64082_M,Adidas Women's Barricade Tank Core Energy/Bright Blue,2020/09/02,In-Store,1,1,0,19.95,19.95,EACH,TRUE,TRUE,15,24.81,15,25,0,1,99,Toronto Store,,WTM,,2020/09/02,1
1000582098,DU0944_M,Adidas Women's Club 3 Stripe Polo (Black),2020/09/11,In-Store,1,1,0,39.95,39.95,EACH,TRUE,TRUE,25.85,35.29,25.85,35,0,1,99,Toronto Store,,WTM,,2020/09/11,1
1000588946,DU0945_S,Adidas Women's Club 3 Stripe Polo (White),2020/09/29,Can Mail O,1,1,0,39.95,39.95,EACH,TRUE,TRUE,25.85,35.29,25.85,35,0,,99,Toronto Store,,WTS,,2020/09/29,1
1000582570,DU0945_S,Adidas Women's Club 3 Stripe Polo (White),2020/09/12,In-Store,1,1,0,39.95,39.95,EACH,TRUE,TRUE,25.85,35.29,25.85,35,0,1,99,Toronto Store,,WTS,,2020/09/12,1
1000579594,FK6973_L,Adidas Women's Club 3 Stripe Top (Lavender),2020/09/03,,1,1,0,46.7075,46.71,EACH,TRUE,TRUE,25.85,44.66,25.85,45,15,,99,Toronto Store,,WTL,,2020/09/03,1
1000579593,DW8693_M,Adidas Women's Club Long Skirt (Black),2020/09/03,,1,1,0,49.95,49.95,EACH,TRUE,TRUE,30.55,38.84,30.55,39,0,1,99,Toronto Store,,WSKM,,2020/09/03,1
1000582570,DW8693_M,Adidas Women's Club Long Skirt (Black),2020/09/12,In-Store,1,1,0,49.95,49.95,EACH,TRUE,TRUE,30.55,38.84,30.55,39,0,1,99,Toronto Store,,WSKM,,2020/09/12,1
1000587457,FK6989_M,adidas Women's Club Skirt (Black),2020/09/25,,1,1,0,54.95,54.95,EACH,TRUE,TRUE,25.85,52.96,25.85,53,0,,99,Toronto Store,,WSKM,,2020/09/25,1
1000580046,FK6991_M,Adidas Women's Club Skirt (Purple),2020/09/05,,1,1,0,54.95,54.95,EACH,TRUE,TRUE,18.84,65.71,16.5,70,0,,99,Toronto Store,,WSKM,,2020/09/05,1
1000580046,FK6990_M,Adidas Women's Club Skirt (White),2020/09/05,,1,1,0,54.95,54.95,EACH,TRUE,TRUE,25.85,52.96,25.85,53,0,,99,Toronto Store,,WSKM,,2020/09/05,1
1000582570,DW8698_M,Adidas Women's Escouade Skirt (White/Black),2020/09/12,In-Store,1,1,0,49.95,49.95,EACH,TRUE,TRUE,32.9,34.13,32.9,34,0,1,99,Toronto Store,,CLOTHING,,2020/09/12,1
1000582330,DP0248_L,Adidas Women's MatchCode Tank Top (Black),2020/09/12,,1,1,0,69.95,69.95,EACH,TRUE,TRUE,42.3,39.53,42.3,40,0,,99,Toronto Store,,WTL,,2020/09/12,1
1000579822,DP0248_S,Adidas Women's MatchCode Tank Top (Black),2020/09/05,,1,1,0,69.95,69.95,EACH,TRUE,TRUE,33.84,51.62,0,100,0,1,99,Toronto Store,,WTS,,2020/09/05,1
1000584349,DP0248_S,Adidas Women's MatchCode Tank Top (Black),2020/09/17,In-Store,1,1,0,69.95,69.95,EACH,TRUE,TRUE,33.84,51.62,0,100,0,1,99,Toronto Store,,WTS,,2020/09/17,1
1000584474,DT3968_S,Adidas Women's MatchCode Tank Top (Red),2020/09/18,,1,1,0,69.95,69.95,EACH,TRUE,TRUE,42.28,39.56,42.28,40,0,,99,Toronto Store,,WTS,,2020/09/18,1
1000583627,DX4316_S,adidas Women's NT Tank Top (Black),2020/09/15,Can Mail O,1,1,0,32,32,EACH,TRUE,TRUE,30.55,4.53,30.55,5,0,,99,Toronto Store,,WTS,,2020/09/15,1
1000579022,DX4315_S,adidas Women's NY Dress (Black/Glogrn),2020/09/02,,1,1,0,105,105,EACH,TRUE,TRUE,70.5,32.86,70.5,33,0,,99,Toronto Store,,WDS,,2020/09/02,1
1000579022,DP0268_S,Adidas Women's Parley Tank Top (Blue/White),2020/09/02,,1,1,0,39.95,39.95,EACH,TRUE,TRUE,32.9,17.65,32.9,18,0,,99,Toronto Store,,WTS,,2020/09/02,1
1000582097,G70376_M,Adidas Women's Response Classic Tee White/Black,2020/09/11,In-Store,1,1,0,39.95,39.95,EACH,TRUE,TRUE,18,54.94,18,55,0,1,99,Toronto Store,,WTM,,2020/09/11,1
1000587171,Z15320_M,Adidas Women's Response Traditional Polo White/Black,2020/09/24,In-Store,1,1,0,19.95,19.95,EACH,TRUE,TRUE,11.25,43.61,11.25,44,0,1,99,Toronto Store,,WTM,,2020/09/24,1
1000579620,EA3124_M,adidas Women's Stella McCartney SML Tank Top (White),2020/09/03,,1,0,1,77,0,EACH,TRUE,TRUE,51.7,32.86,51.7,33,0,,99,Toronto Store,,WTM,,2020/09/03,1
1000580890,EA3122_L,adidas Women's Stella McCartney Tank Top (White),2020/09/08,,1,1,0,38.5,38.5,EACH,TRUE,TRUE,30,22.08,30,22,0,,99,Toronto Store,,WTL,,2020/09/08,1
1000583638,FK0555_M,Adidas Women's T Match Skirt (White),2020/09/15,,1,1,0,69.95,69.95,EACH,TRUE,TRUE,23.46,66.46,21,70,0,,99,Toronto Store,,WSKM,,2020/09/15,1
1000579594,FK0555_M,Adidas Women's T Match Skirt (White),2020/09/03,,1,1,0,59.4575,59.46,EACH,TRUE,TRUE,23.46,60.54,21,65,15,,99,Toronto Store,,WSKM,,2020/09/03,1
1000578791,X12518_L,Adidas Women's TE Skort White/Black,2020/09/02,,1,1,0,19.95,19.95,EACH,TRUE,TRUE,10,49.87,10,50,0,,99,Toronto Store,,WSKL,,2020/09/02,1
1000582570,FK0554 _S,Adidas Women's Y-Tank Top (Black),2020/09/12,In-Store,1,1,0,69.95,69.95,EACH,TRUE,TRUE,22.02,68.52,21,70,0,1,99,Toronto Store,,WTS,,2020/09/12,1
1000579670,2041A073-001_L,Asics Men's Club 7 Inch Shorts (Black),2020/09/04,In-Store,1,1,0,54.95,54.95,EACH,TRUE,TRUE,24.2,55.96,24.2,56,0,1,99,Toronto Store,,MSL,,2020/09/04,1
1000578884,2041A073-418_XL,Asics Men's Club 7 Inch Shorts (Blue),2020/09/02,,1,1,0,54.95,54.95,EACH,TRUE,TRUE,24.2,55.96,24.2,56,0,1,99,Toronto Store,,MSXL,,2020/09/02,1
1000587408,2041A061-029_L,Asics Men's Club Graphic Short Sleeve Top (Grey/Black),2020/09/25,,1,1,0,59.95,59.95,EACH,TRUE,TRUE,26.4,55.96,26.4,56,0,,99,Toronto Store,,MTL,,2020/09/25,1
1000582119,2041A061-029_M,Asics Men's Club Graphic Short Sleeve Top (Grey/Black),2020/09/11,In-Store,1,1,0,59.95,59.95,EACH,TRUE,TRUE,26.4,55.96,26.4,56,0,,99,Toronto Store,,MTM,,2020/09/11,1
1000579957,2041A086-001_L,Asics Men's Club Polo (Black),2020/09/05,In-Store,1,1,0,54.95,54.95,EACH,TRUE,TRUE,23.65,56.96,23.65,57,0,1,99,Toronto Store,,MTL,,2020/09/05,1
1000578522,2041A071-600_M,Asics Men's Club Polo (Red),2020/09/02,,1,1,0,54.95,54.95,EACH,TRUE,TRUE,24.2,55.96,24.2,56,0,,99,Toronto Store,,MTM,,2020/09/02,1
1000584526,2041A093-405_L,Asics Men's Gel Cool Polo (Blue),2020/09/18,,1,1,0,79.95,79.95,EACH,TRUE,TRUE,35.2,55.97,35.2,56,0,,99,Toronto Store,,MTL,,2020/09/18,1
1000580878,2041A069-400_XL,Asics Men's Practice Graphic Short Sleeve (Blue),2020/09/08,,1,1,0,39.95,39.95,EACH,TRUE,TRUE,17.6,55.94,17.6,56,0,,99,Toronto Store,,MTXL,,2020/09/08,1
1000583616,2041A069-400_XL,Asics Men's Practice Graphic Short Sleeve (Blue),2020/09/15,,1,1,0,24,24,EACH,TRUE,TRUE,17.6,26.67,17.6,27,0,,99,Toronto Store,,MTXL,,2020/09/15,1
1000584526,2041A069-100_L,Asics Men's Practice Graphic Short Sleeve (White),2020/09/18,,1,1,0,39.95,39.95,EACH,TRUE,TRUE,17.6,55.94,17.6,56,0,,99,Toronto Store,,MTL,,2020/09/18,1
1000587457,2041A090-001_L,Asics Men's Practice Graphic Top (Black),2020/09/25,,1,1,0,39.95,39.95,EACH,TRUE,TRUE,17.2,56.95,17.2,57,0,,99,Toronto Store,,MTL,,2020/09/25,1
1000578607,2041A075-001_M,Asics Men's Practice Pant (Black),2020/09/02,In-Store,1,1,0,79.95,79.95,EACH,TRUE,TRUE,35.2,55.97,35.2,56,0,,99,Toronto Store,,MPM,,2020/09/02,1
1000580052,2041A033-010_L,Asics Men's Practice Short Sleeve Top (Black/Yellow),2020/09/05,In-Store,1,1,0,39.95,39.95,EACH,TRUE,TRUE,17.6,55.94,17.6,56,0,1,99,Toronto Store,,MTL,,2020/09/05,1
1000583724,2041A080-001_M,Asics Men's Tennis 7 Inch Shorts (Black),2020/09/15,,1,1,0,64.95,64.95,EACH,TRUE,TRUE,27.95,56.97,27.95,57,0,,99,Toronto Store,,MSM,,2020/09/15,1
1000580716,2041A080-001_L,Asics Men's Tennis 7 Inch Shorts (Black),2020/09/08,In-Store,1,1,0,64.95,64.95,EACH,TRUE,TRUE,27.95,56.97,27.95,57,0,1,99,Toronto Store,,MSL,,2020/09/08,1
1000586247,2041A080-401_XL,Asics Men's Tennis 7 Inch Shorts (Dark Blue),2020/09/22,,1,1,0,64.95,64.95,EACH,TRUE,TRUE,27.95,56.97,27.95,57,0,,99,Toronto Store,,MSXL,,2020/09/22,1
1000578884,2041A087-100_L,Asics Men Club No Sprinter Shorts (White),2020/09/02,,1,1,0,49.95,49.95,EACH,TRUE,TRUE,21.5,56.96,21.5,57,0,1,99,Toronto Store,,MSL,,2020/09/02,1
1000578791,2041A087-100_XL,Asics Men Club No Sprinter Shorts (White),2020/09/02,,1,1,0,49.95,49.95,EACH,TRUE,TRUE,21.5,56.96,21.5,57,0,,99,Toronto Store,,MSXL,,2020/09/02,1
1000584817,3043A022-001_L,Asics Performance Cap (Black),2020/09/19,,1,1,0,34.95,34.95,EACH,TRUE,TRUE,15.4,55.94,15.4,56,0,,99,Toronto Store,,CAP,,2020/09/19,1
1000584817,3043A018-001_M,Asics Performance Visor (Black),2020/09/19,,1,1,0,29.95,29.95,EACH,TRUE,TRUE,13.2,55.93,13.2,56,0,,99,Toronto Store,,CAP,,2020/09/19,1
1000580878,3043A018-100_M,Asics Performance Visor (White),2020/09/08,,1,1,0,29.95,29.95,EACH,TRUE,TRUE,13.2,55.93,13.2,56,0,,99,Toronto Store,,CAP,,2020/09/08,1
1000582280,3043A018-100_M,Asics Performance Visor (White),2020/09/12,,1,1,0,29.95,29.95,EACH,TRUE,TRUE,13.2,55.93,13.2,56,0,1,99,Toronto Store,,CAP,,2020/09/12,1
1000584252,2042A049-418_S,Asics Women's Club Skort (Blue Expanse),2020/09/16,In-Store,1,1,0,49.95,49.95,EACH,TRUE,TRUE,22,55.96,22,56,0,1,99,Toronto Store,,WSKS,,2020/09/16,1
1000586919,2042A047-010_M,Asics Women's Practice Graphic Short Sleeve (Black/White),2020/09/23,,1,1,0,34.95,34.95,EACH,TRUE,TRUE,15.4,55.94,15.4,56,0,,99,Toronto Store,,WTM,,2020/09/23,1
1000583863,2042A047-010_XS,Asics Women's Practice Graphic Short Sleeve (Black/White),2020/09/16,,1,1,0,34.95,34.95,EACH,TRUE,TRUE,15.4,55.94,15.4,56,0,,99,Toronto Store,,WTXS,,2020/09/16,1
1000586380,2042A047-010_S,Asics Women's Practice Graphic Short Sleeve (Black/White),2020/09/22,,1,1,0,34.95,34.95,EACH,TRUE,TRUE,15.4,55.94,15.4,56,0,,99,Toronto Store,,WTS,,2020/09/22,1
1000585108,2042A089-100_S,Asics Women's Practice Jacket (White),2020/09/19,,1,1,0,71.955,71.96,EACH,TRUE,TRUE,35.2,51.08,35.2,51,10,,99,Toronto Store,,WJS,,2020/09/19,1
1000581479,2042A090-100_M,Asics Women's Practice Pant (White),2020/09/10,,1,1,0,79.95,79.95,EACH,TRUE,TRUE,35.2,55.97,35.2,56,0,,99,Toronto Store,,WPM,,2020/09/10,1
1000578368,2042A095-100_M,Asics Women's Tennis Skort (White),2020/09/01,,1,1,0,64.95,64.95,EACH,TRUE,TRUE,27.95,56.97,27.95,57,0,1,99,Toronto Store,,WSKM,,2020/09/01,1
1000584252,2042A092-700_M,Asics Women's Tennis Tank Top (Pink),2020/09/16,In-Store,1,1,0,64.95,64.95,EACH,TRUE,TRUE,27.95,56.97,27.95,57,0,1,99,Toronto Store,,WTM,,2020/09/16,1
1000587391,60S1342-136-6/8,Babolat Boy's Perfomance Jogging Set (Blue),2020/09/24,,1,1,0,59.95,59.95,EACH,TRUE,TRUE,22.5,62.47,22.5,62,0,,99,Toronto Store,,BTSS,,2020/09/24,1
1000584492,42S1254-115-152/12,Babolat Boy's Performance Pants (Dark Grey),2020/09/18,,1,1,0,29.95,29.95,EACH,TRUE,TRUE,9.75,67.45,9.75,67,0,,99,Toronto Store,,BSS,,2020/09/18,1
1000579344,5US18221-000,Babolat Pure Drive Tribe Hat (Black/Blue),2020/09/03,In-Store,1,1,0,14.95,14.95,EACH,TRUE,TRUE,0,100,0,100,0,1,99,Toronto Store,,CAP,,2020/09/03,1
1000579022,41S1348-156-S,Babolat Women's Performance Jogging Set (Pink),2020/09/02,,1,1,0,49.95,49.95,EACH,TRUE,TRUE,27,45.95,27,46,0,,99,Toronto Store,,WTSS,,2020/09/02,1
1000580057,41S1348-156-M,Babolat Women's Performance Jogging Set (Pink),2020/09/05,,1,1,0,79.95,79.95,EACH,TRUE,TRUE,27,66.23,27,66,0,1,99,Toronto Store,,WPM,,2020/09/05,1
1000584492,41S1348-156-S,Babolat Women's Performance Jogging Set (Pink),2020/09/18,,1,1,0,79.95,79.95,EACH,TRUE,TRUE,27,66.23,27,66,0,,99,Toronto Store,,WTSS,,2020/09/18,1
1000584449,41S1348-156-M,Babolat Women's Performance Jogging Set (Pink),2020/09/18,In-Store,1,1,0,45.99,45.99,EACH,TRUE,TRUE,27,41.29,27,41,0,1,99,Toronto Store,,WPM,,2020/09/18,1
1000580029,DRYCORE,"Diadem DryCore Wristband 4.5"" 2-pack White",2020/09/05,,1,1,0,12.95,12.95,EACH,TRUE,TRUE,4.38,66.18,4.38,66,0,,99,Toronto Store,,WRISTBND,,2020/09/05,1
1000587577,SGSW1-BK,Gamma Sportline Wristband Black,2020/09/26,,1,1,0,4.95,4.95,EACH,TRUE,TRUE,0.77,84.44,0.77,84,0,,99,Toronto Store,,WRISTBND,,2020/09/26,1
1000578223,SGSW1-WHT,Gamma Sportline Wristband White,2020/09/01,,1,1,0,4.95,4.95,EACH,TRUE,TRUE,0.77,84.44,0.77,84,0,,99,Toronto Store,,WRISTBND,,2020/09/01,1
1000579758,SGSW1-WHT,Gamma Sportline Wristband White,2020/09/04,,1,1,0,4.95,4.95,EACH,TRUE,TRUE,0.77,84.44,0.77,84,0,,99,Toronto Store,,WRISTBND,,2020/09/04,1
1000583861,SGSW1-WHT,Gamma Sportline Wristband White,2020/09/16,,1,1,0,4.95,4.95,EACH,TRUE,TRUE,0.77,84.44,0.77,84,0,,99,Toronto Store,,WRISTBND,,2020/09/16,1
1000584258,SGSW1-WHT,Gamma Sportline Wristband White,2020/09/16,,1,1,0,4.95,4.95,EACH,TRUE,TRUE,0.77,84.44,0.77,84,0,,99,Toronto Store,,WRISTBND,,2020/09/16,1
1000587048,285068-WH,"Head 2.5"" Single Wristband (White)",2020/09/23,,1,1,0,5.95,5.95,EACH,TRUE,TRUE,1.31,77.98,1.31,78,0,1,99,Toronto Store,,WRISTBND,,2020/09/23,1
1000587050,285068-WH,"Head 2.5"" Single Wristband (White)",2020/09/23,,1,1,0,5.95,5.95,EACH,TRUE,TRUE,1.31,77.98,1.31,78,0,,99,Toronto Store,,WRISTBND,,2020/09/23,1
1000584216,285068-WH,"Head 2.5"" Single Wristband (White)",2020/09/16,,1,1,0,5.95,5.95,EACH,TRUE,TRUE,1.31,77.98,1.31,78,0,1,99,Toronto Store,,WRISTBND,,2020/09/16,1
1000583681,285068-WH,"Head 2.5"" Single Wristband (White)",2020/09/15,,1,1,0,5.95,5.95,EACH,TRUE,TRUE,1.31,77.98,1.31,78,0,,99,Toronto Store,,WRISTBND,,2020/09/15,1
1000579008,285068-WH,"Head 2.5"" Single Wristband (White)",2020/09/02,,1,1,0,5.95,5.95,EACH,TRUE,TRUE,1.31,77.98,1.31,78,0,,99,Toronto Store,,WRISTBND,,2020/09/02,1
1000579805,285068-WH,"Head 2.5"" Single Wristband (White)",2020/09/05,In-Store,1,1,0,5.95,5.95,EACH,TRUE,TRUE,1.31,77.98,1.31,78,0,1,99,Toronto Store,,WRISTBND,,2020/09/05,1
1000579831,285058-WH,"Head 5"" Double Wristband (White)",2020/09/05,,1,1,0,5.95,5.95,EACH,TRUE,TRUE,1.69,71.6,1.69,72,0,,99,Toronto Store,,WRISTBND,,2020/09/05,1
1000587468,80020201-100_M,Head Ladies Slipover Vest (White),2020/09/25,,1,1,0,9.95,9.95,EACH,TRUE,TRUE,9.84,1.11,9.84,1,0,,99,Toronto Store,,MTM,,2020/09/25,1
1000584301,80020201-100_M,Head Ladies Slipover Vest (White),2020/09/17,,1,0,1,9.95,0,EACH,TRUE,TRUE,9.84,1.11,9.84,1,0,,99,Toronto Store,,MTM,,2020/09/12,1
1000584444,80020201-100_M,Head Ladies Slipover Vest (White),2020/09/18,In-Store,1,1,0,9.95,9.95,EACH,TRUE,TRUE,9.84,1.11,9.84,1,0,1,99,Toronto Store,,MTM,,2020/09/18,1
1000584526,811211-WH-L,Head Men's Club Bermuda Shorts (White),2020/09/18,,1,1,0,19.95,19.95,EACH,TRUE,TRUE,6,69.92,6,70,0,,99,Toronto Store,,MSL,,2020/09/18,1
1000585297,811211-BK-M,Head Mens Club Bermuda Shorts (Black),2020/09/19,,1,1,0,19.95,19.95,EACH,TRUE,TRUE,6,69.92,6,70,0,,99,Toronto Store,,CLOTHING,,2020/09/19,1
1000588903,811211-BK-M,Head Mens Club Bermuda Shorts (Black),2020/09/29,In-Store,1,1,0,19.95,19.95,EACH,TRUE,TRUE,6,69.92,6,70,0,1,99,Toronto Store,,CLOTHING,,2020/09/29,1
1000587591,950010_XL,Head Radical Pickleball T-Shirt,2020/09/26,In-Store,1,1,0,14.95,14.95,EACH,TRUE,TRUE,5,66.56,5,67,0,1,99,Toronto Store,,MTXL,,2020/09/26,1
1000579821,814271-WH-4,Head Women's Club Hot Pants (White),2020/09/05,In-Store,1,1,0,9.95,9.95,EACH,TRUE,TRUE,3.6,63.82,3.6,64,0,1,99,Toronto Store,,WPXS,,2020/09/05,1
1000580645,679421-010,Nike AeroBill Featherlight Tennis Cap (Black/White),2020/09/08,In-Store,1,1,0,28,28,EACH,TRUE,TRUE,12.6,55,12.6,55,0,1,99,Toronto Store,,CAP,,2020/09/08,1
1000587481,679421-480,Nike AeroBill Featherlight Tennis Cap (Blue/Black),2020/09/25,,1,1,0,28,28,EACH,TRUE,TRUE,12.6,55,12.6,55,0,,99,Toronto Store,,CAP,,2020/09/25,1
1000587501,679421-480,Nike AeroBill Featherlight Tennis Cap (Blue/Black),2020/09/25,,1,1,0,28,28,EACH,TRUE,TRUE,12.6,55,12.6,55,0,,99,Toronto Store,,CAP,,2020/09/25,1
1000588710,679421-480,Nike AeroBill Featherlight Tennis Cap (Blue/Black),2020/09/29,,1,1,0,23.8,23.8,EACH,TRUE,TRUE,12.6,47.06,12.6,47,15,,99,Toronto Store,,CAP,,2020/09/29,1
1000579402,850666-010,Nike AeroBill H86 Rafa Tennis Hat (Black/White),2020/09/03,,1,1,0,32,32,EACH,TRUE,TRUE,14.72,54,14.72,54,0,,99,Toronto Store,,CAP,,2020/09/03,1
1000587038,850666-010,Nike AeroBill H86 Rafa Tennis Hat (Black/White),2020/09/23,In-Store,1,1,0,32,32,EACH,TRUE,TRUE,14.72,54,14.72,54,0,1,99,Toronto Store,,CAP,,2020/09/23,1
1000580005,850666-010,Nike AeroBill H86 Rafa Tennis Hat (Black/White),2020/09/05,,1,1,0,32,32,EACH,TRUE,TRUE,14.72,54,14.72,54,0,,99,Toronto Store,,CAP,,2020/09/05,1
1000584548,850666-010,Nike AeroBill H86 Rafa Tennis Hat (Black/White),2020/09/19,In-Store,1,1,0,32,32,EACH,TRUE,TRUE,14.72,54,14.72,54,0,1,99,Toronto Store,,CAP,,2020/09/19,1
1000579874,850666-451,Nike AeroBill Rafa Heritage86 (Blue/White),2020/09/05,,1,1,0,32,32,EACH,TRUE,TRUE,14.4,55,14.4,55,0,,99,Toronto Store,,CAP,,2020/09/05,1
1000579861,850666-451,Nike AeroBill Rafa Heritage86 (Blue/White),2020/09/05,In-Store,1,1,0,32,32,EACH,TRUE,TRUE,14.4,55,14.4,55,0,1,99,Toronto Store,,CAP,,2020/09/05,1
1000582096,850666-451,Nike AeroBill Rafa Heritage86 (Blue/White),2020/09/11,In-Store,1,1,0,32,32,EACH,TRUE,TRUE,14.4,55,14.4,55,0,1,99,Toronto Store,,CAP,,2020/09/11,1
1000584103,850666-101,Nike AeroBill Rafa Heritage86 Hat (White/Black),2020/09/16,,1,1,0,32,32,EACH,TRUE,TRUE,14.48,54.75,14.48,55,0,,99,Toronto Store,,CAP,,2020/09/16,1
1000587519,850666-101,Nike AeroBill Rafa Heritage86 Hat (White/Black),2020/09/25,,1,1,0,32,32,EACH,TRUE,TRUE,14.48,54.75,14.48,55,0,,99,Toronto Store,,CAP,,2020/09/25,1
1000587645,850666-101,Nike AeroBill Rafa Heritage86 Hat (White/Black),2020/09/26,In-Store,1,1,0,32,32,EACH,TRUE,TRUE,14.48,54.75,14.48,55,0,1,99,Toronto Store,,CAP,,2020/09/26,1
1000581755,AR2381-100_M,Nike Boy's Court Advantage Polo (White),2020/09/10,In-Store,1,1,0,49.95,49.95,EACH,TRUE,TRUE,31.28,37.38,31.28,37,0,,99,Toronto Store,,BTM,,2020/09/10,1
1000587501,BQ8792-403_XL,Nike Boy's Court Dri-Fit Polo (Blue),2020/09/25,,1,1,0,34.95,34.95,EACH,TRUE,TRUE,19.32,44.72,19.32,45,0,,99,Toronto Store,,BTXL,,2020/09/25,1
1000579358,BQ8792-403_S,Nike Boy's Court Dri-Fit Polo (Blue),2020/09/03,,1,1,0,34.95,34.95,EACH,TRUE,TRUE,19.32,44.72,19.32,45,0,,99,Toronto Store,,MTS,,2020/09/03,1
1000581755,BQ8792-403_M,Nike Boy's Court Dri-Fit Polo (Blue),2020/09/10,In-Store,1,1,0,34.95,34.95,EACH,TRUE,TRUE,19.32,44.72,19.32,45,0,,99,Toronto Store,,MTM,,2020/09/10,1
1000578113,BQ8792-100_S,Nike Boy's Court Dri-Fit Polo (White),2020/09/01,In-Store,1,1,0,42,42,EACH,TRUE,TRUE,19.2,54.29,19.11,55,0,1,99,Toronto Store,,MTS,,2020/09/01,1
1000587501,AR2484-010_XL,Nike Boy's Court Dri-Fit Shorts (Black),2020/09/25,,1,1,0,35,35,EACH,TRUE,TRUE,16.02,54.23,16.02,54,0,,99,Toronto Store,,BSXL,,2020/09/25,1
1000587321,AR2484-010_L,Nike Boy's Court Dri-Fit Shorts (Black),2020/09/24,,1,1,0,35,35,EACH,TRUE,TRUE,16.01,54.26,15.92,55,0,,99,Toronto Store,,BSL,,2020/09/24,1
1000578607,AR2484-010_S,Nike Boy's Court Dri-Fit Shorts (Black),2020/09/02,In-Store,1,1,0,35,35,EACH,TRUE,TRUE,16.01,54.26,15.92,55,0,,99,Toronto Store,,BSS,,2020/09/02,1
1000582127,AR2484-010_M,Nike Boy's Court Dri-Fit Shorts (Black),2020/09/11,In-Store,1,1,0,35,35,EACH,TRUE,TRUE,16.01,54.26,15.92,55,0,,99,Toronto Store,,BSM,,2020/09/11,1
1000581755,AR2484-100_M,Nike Boy's Court Dri-Fit Shorts (White),2020/09/10,In-Store,1,1,0,29.95,29.95,EACH,TRUE,TRUE,16.1,46.24,16.1,46,0,,99,Toronto Store,,BSM,,2020/09/10,1
1000582127,CD0072-010_M,Nike Boy's Court Dri-Fit Top (Black),2020/09/11,In-Store,1,1,0,35,35,EACH,TRUE,TRUE,15.92,54.51,15.92,55,0,,99,Toronto Store,,BTM,,2020/09/11,1
1000587518,CJ7758-063_XL,Nike Boy's Court Dri-Fit Top (Grey),2020/09/25,,1,1,0,19.95,19.95,EACH,TRUE,TRUE,10.92,45.26,10.92,45,0,,99,Toronto Store,,BTXL,,2020/09/25,1
1000584821,CJ7758-063_XL,Nike Boy's Court Dri-Fit Top (Grey),2020/09/19,In-Store,1,1,0,19.95,19.95,EACH,TRUE,TRUE,10.92,45.26,10.92,45,0,1,99,Toronto Store,,BTXL,,2020/09/19,1
1000578419,AR2384-716_XL,Nike Boy's Rafa GX Tee (Green),2020/09/02,,1,1,0,35,35,EACH,TRUE,TRUE,16.1,54,16.1,54,0,,99,Toronto Store,,BTXL,,2020/09/02,1
1000587533,679421-623,Nike Court AeroBill Featherlight Tennis Cap (Fuchsia/Black),2020/09/26,In-Store,1,1,0,28,28,EACH,TRUE,TRUE,12.88,54,12.88,54,0,1,99,Toronto Store,,CAP,,2020/09/26,1
1000578541,840455-867,Nike Court AeroBill Featherlight Tennis Hat (Orange),2020/09/02,In-Store,1,1,0,38,38,EACH,TRUE,TRUE,18.24,52,18.24,52,0,,99,Toronto Store,,CAP,,2020/09/02,1
1000579358,850666-623,Nike Court AeroBill H86 Rafa Tennis Hat (Fuchsia/Black),2020/09/03,,1,1,0,32,32,EACH,TRUE,TRUE,14.72,54,14.72,54,0,,99,Toronto Store,,CAP,,2020/09/03,1
1000583611,850666-623,Nike Court AeroBill H86 Rafa Tennis Hat (Fuchsia/Black),2020/09/15,,1,1,0,32,32,EACH,TRUE,TRUE,14.72,54,14.72,54,0,,99,Toronto Store,,CAP,,2020/09/15,1
1000581109,AV6965-010,Nike Court AeroBill Heritage86 (Black),2020/09/09,,1,1,0,32,32,EACH,TRUE,TRUE,14.72,54,14.72,54,0,,99,Toronto Store,,CAP,,2020/09/09,1
